Date,yyyy-mm-dd,FCH4 Value,AVG FCH4,Standardized FCH4 AVG
12/14/2016,,20.218,,
12/14/2016,,18.356,,
12/14/2016,,14.024,,
12/14/2016,,15.542,,
12/14/2016,,20.865,,
12/14/2016,,15.667,,
12/14/2016,,15.468,,
12/14/2016,,11.44,,
12/14/2016,,13.811,,
12/14/2016,,14.218,,
12/14/2016,,13.235,,
12/14/2016,,10.629,,
12/14/2016,,11.256,,
12/14/2016,,13.648,,
12/14/2016,,11.707,,
12/14/2016,,14.678,,
12/14/2016,,10.001,,
12/14/2016,,12.426,,
12/14/2016,,13.643,,
12/15/2016,,11.342,,
12/15/2016,,15.218,,
12/15/2016,,13.675,,
12/15/2016,,12.927,,
12/15/2016,,13.994,,
12/15/2016,,8.343,,
12/15/2016,,14.984,,
12/15/2016,,14.098,,
12/15/2016,,12.423,,
12/15/2016,,11.432,,
12/15/2016,,10.823,,
12/15/2016,,10.425,,
12/15/2016,,12.301,,
12/15/2016,,14.256,,
12/15/2016,,9.045,,
12/15/2016,,12.624,,
12/15/2016,,9.847,,
12/15/2016,,12.731,,
12/15/2016,,7.943,,
12/15/2016,,14.126,,
12/15/2016,,10.357,,
12/15/2016,,20.043,,
12/15/2016,,17.066,,
12/15/2016,,13.172,,
12/15/2016,,14.374,,
12/15/2016,,13.862,,
12/16/2016,,12.591,,
12/16/2016,,5.552,,
12/16/2016,,5.198,,
12/16/2016,,7.368,,
12/16/2016,,12.283,,
12/16/2016,,16.833,,
12/16/2016,,13.03,,
12/16/2016,,15.416,,
12/16/2016,,16.198,,
12/16/2016,,15.899,,
12/16/2016,,15.825,,
12/16/2016,,17.717,,
12/16/2016,,15.973,,
12/16/2016,,11.715,,
12/16/2016,,13.799,,
12/16/2016,,16.128,,
12/16/2016,,17.126,,
12/16/2016,,15.383,,
12/16/2016,,12.65,,
12/16/2016,,15.537,,
12/16/2016,,16.249,,
12/16/2016,,16.778,,
12/16/2016,,15.798,,
12/16/2016,,20.119,,
12/17/2016,,17.021,,
12/17/2016,,16.515,,
12/17/2016,,16.231,,
12/17/2016,,21.263,,
12/17/2016,,14.396,,
12/17/2016,,14.175,,
12/17/2016,,15.378,,
12/17/2016,,15.121,,
12/17/2016,,15.002,,
12/17/2016,,17.733,,
12/17/2016,,17.231,,
12/17/2016,,13.721,,
12/17/2016,,17.952,,
12/17/2016,,19.18,,
12/17/2016,,18.365,,
12/17/2016,,15.507,,
12/17/2016,,15.939,,
12/17/2016,,11.943,,
12/17/2016,,17.264,,
12/17/2016,,12.51,,
12/17/2016,,15.246,,
12/17/2016,,15.464,,
12/17/2016,,19.425,,
12/17/2016,,17.176,,
12/17/2016,,12.739,,
12/17/2016,,13.819,,
12/17/2016,,16.906,,
12/17/2016,,10.812,,
12/17/2016,,9.862,,
12/17/2016,,13.667,,
12/17/2016,,10.604,,
12/17/2016,,13.641,,
12/17/2016,,17.942,,
12/17/2016,,9.704,,
12/17/2016,,11.557,,
12/17/2016,,22.384,,
12/17/2016,,22.889,,
12/18/2016,,8.272,,
12/18/2016,,9.398,,
12/19/2016,,12.089,,
12/19/2016,,16.079,,
12/19/2016,,15.314,,
12/20/2016,,15.286,,
12/20/2016,,15.39,,
12/20/2016,,20.072,,
12/20/2016,,19.281,,
12/20/2016,,16.559,,
12/20/2016,,11.891,,
12/20/2016,,19.011,,
12/20/2016,,16.271,,
12/20/2016,,17.647,,
12/20/2016,,18.525,,
12/26/2016,,14.485,,
12/26/2016,,13.859,,
12/26/2016,,15.565,,
12/26/2016,,14.56,,
12/26/2016,,12.331,,
12/26/2016,,13.116,,
12/27/2016,,15.614,,
12/27/2016,,13.001,,
12/27/2016,,13.342,,
12/27/2016,,11.823,,
12/27/2016,,10.912,,
12/27/2016,,13.579,,
12/27/2016,,15.453,,
12/27/2016,,15.348,,
12/27/2016,,15.572,,
12/27/2016,,13.998,,
12/27/2016,,12.856,,
12/27/2016,,11.981,,
12/27/2016,,13.094,,
12/27/2016,,11.982,,
12/28/2016,,16.378,,
12/28/2016,,13.231,,
12/28/2016,,14.17,,
12/28/2016,,5.916,,
12/28/2016,,13.397,,
12/28/2016,,14.472,,
12/28/2016,,11.005,,
12/28/2016,,8.805,,
12/28/2016,,13.782,,
12/29/2016,,14.743,,
12/29/2016,,13.793,,
12/29/2016,,12.003,,
12/29/2016,,10.61,,
12/29/2016,,12.314,,
12/29/2016,,17.465,,
12/29/2016,,21.507,,
12/29/2016,,15.929,,
12/29/2016,,17.444,,
12/29/2016,,14.842,,
12/29/2016,,18.655,,
12/29/2016,,6.71,,
12/29/2016,,13.912,,
12/29/2016,,13.723,,
12/29/2016,,12.855,,
12/29/2016,,15.321,,
12/29/2016,,13.911,,
12/29/2016,,12.454,,
12/29/2016,,19.864,,
12/29/2016,,12.059,,
12/29/2016,,15.041,,
12/29/2016,,13.67,,
12/29/2016,,14.737,,
12/29/2016,,16.691,,
12/29/2016,,14.905,,
12/29/2016,,11.585,,
12/29/2016,,11.87,,
12/30/2016,,12.847,,
12/30/2016,,14.775,,
12/30/2016,,12.722,,
12/30/2016,,13.528,,
12/30/2016,,13.427,,
12/30/2016,,7.714,,
12/30/2016,,7.518,,
12/31/2016,,15.583,,
12/31/2016,,10.72,,
1/1/2017,,14.394,,
1/1/2017,,12.007,,
1/1/2017,,11.355,,
1/1/2017,,9.572,,
1/1/2017,,12.856,,
1/1/2017,,14.271,,
1/1/2017,,9.985,,
1/1/2017,,14.983,,
1/1/2017,,15.935,,
1/1/2017,,11.497,,
1/1/2017,,17.799,,
1/1/2017,,16.915,,
1/1/2017,,14.076,,
1/1/2017,,13.736,,
1/1/2017,,10.377,,
1/1/2017,,12.296,,
1/1/2017,,10.633,,
1/1/2017,,11.29,,
1/1/2017,,9.233,,
1/1/2017,,13.444,,
1/1/2017,,11.633,,
1/1/2017,,8.167,,
1/1/2017,,13.403,,
1/1/2017,,13.152,,
1/1/2017,,9.214,,
1/1/2017,,25.952,,
1/1/2017,,15.961,,
1/1/2017,,17.849,,
1/1/2017,,9.287,,
1/1/2017,,10.431,,
1/1/2017,,10.03,,
1/1/2017,,10.911,,
1/1/2017,,8.321,,
1/2/2017,,10.355,,
1/2/2017,,10.003,,
1/2/2017,,8.305,,
1/2/2017,,9.294,,
1/3/2017,,9.276,,
1/3/2017,,13.681,,
1/3/2017,,13.004,,
1/3/2017,,10.405,,
1/3/2017,,12.849,,
1/3/2017,,17.652,,
1/3/2017,,14.538,,
1/3/2017,,10.798,,
1/3/2017,,11.236,,
1/3/2017,,17.783,,
1/3/2017,,11.816,,
1/3/2017,,15.998,,
1/3/2017,,15.091,,
1/3/2017,,14.001,,
1/3/2017,,12.111,,
1/3/2017,,11.335,,
1/3/2017,,15.9,,
1/3/2017,,6.504,,
1/3/2017,,13.019,,
1/3/2017,,14.089,,
1/3/2017,,13.016,,
1/3/2017,,14.203,,
1/3/2017,,16.376,,
1/3/2017,,12.626,,
1/3/2017,,13.303,,
1/3/2017,,11.312,,
1/3/2017,,12.683,,
1/3/2017,,12.64,,
1/3/2017,,17.666,,
1/4/2017,,11.305,,
1/4/2017,,14.333,,
1/4/2017,,14.337,,
1/4/2017,,12.313,,
1/4/2017,,13.648,,
1/4/2017,,12.278,,
1/4/2017,,11.8,,
1/4/2017,,8.957,,
1/4/2017,,13.514,,
1/4/2017,,11.019,,
1/4/2017,,15.523,,
1/4/2017,,11.478,,
1/4/2017,,12.693,,
1/4/2017,,11.805,,
1/4/2017,,13.539,,
1/4/2017,,13.6,,
1/4/2017,,11.661,,
1/4/2017,,14.57,,
1/4/2017,,14.147,,
1/4/2017,,12.9,,
1/4/2017,,15.362,,
1/4/2017,,9.547,,
1/4/2017,,14.682,,
1/4/2017,,15.03,,
1/4/2017,,16.064,,
1/4/2017,,11.455,,
1/4/2017,,10.369,,
1/4/2017,,9.943,,
1/4/2017,,8.711,,
1/4/2017,,12.796,,
1/4/2017,,8.592,,
1/4/2017,,9.285,,
1/4/2017,,9.616,,
1/4/2017,,17.45,,
1/4/2017,,24.103,,
1/4/2017,,15.973,,
1/4/2017,,12.353,,
1/4/2017,,13.721,,
1/4/2017,,15.12,,
1/4/2017,,8.617,,
1/4/2017,,6.021,,
1/4/2017,,9.034,,
1/4/2017,,6.674,,
1/4/2017,,11.653,,
1/5/2017,,10.333,,
1/5/2017,,8.281,,
1/5/2017,,9.303,,
1/5/2017,,6.13,,
1/5/2017,,11.737,,
1/5/2017,,9.378,,
1/5/2017,,14.1,,
1/5/2017,,14.42,,
1/5/2017,,16.682,,
1/5/2017,,14.747,,
1/5/2017,,11.467,,
1/5/2017,,8.533,,
1/5/2017,,11.294,,
1/5/2017,,11.822,,
1/5/2017,,5.673,,
1/5/2017,,3.359,,
1/5/2017,,8.656,,
1/5/2017,,8.459,,
1/5/2017,,10.616,,
1/5/2017,,11.318,,
1/5/2017,,7.326,,
1/5/2017,,10.612,,
1/5/2017,,8.587,,
1/5/2017,,7.878,,
1/5/2017,,6.97,,
1/6/2017,,7.664,,
1/6/2017,,5.928,,
1/6/2017,,8.174,,
1/6/2017,,6.703,,
1/6/2017,,10.783,,
1/6/2017,,10.538,,
1/6/2017,,8.353,,
1/7/2017,,12.049,,
1/7/2017,,14.753,,
1/7/2017,,7.882,,
1/7/2017,,10.704,,
1/7/2017,,11.032,,
1/7/2017,,9.819,,
1/7/2017,,11.635,,
1/7/2017,,5.926,,
1/7/2017,,9.123,,
1/7/2017,,7.767,,
1/7/2017,,12.048,,
1/7/2017,,8.9,,
1/7/2017,,10.887,,
1/7/2017,,9.599,,
1/7/2017,,5.761,,
1/7/2017,,12.357,,
1/7/2017,,7.755,,
1/7/2017,,5.598,,
1/7/2017,,7.618,,
1/7/2017,,8.833,,
1/7/2017,,3.973,,
1/9/2017,,7.681,,
1/9/2017,,8.6,,
1/9/2017,,13.517,,
1/9/2017,,11.889,,
1/9/2017,,10.496,,
1/9/2017,,12.391,,
1/9/2017,,6.985,,
1/9/2017,,9.89,,
1/9/2017,,9.299,,
1/9/2017,,9.715,,
1/9/2017,,6.49,,
1/9/2017,,9.07,,
1/10/2017,,15.553,,
1/10/2017,,12.72,,
1/10/2017,,14.43,,
1/10/2017,,13.801,,
1/10/2017,,9.359,,
1/10/2017,,12.564,,
1/10/2017,,11.356,,
1/10/2017,,10.699,,
1/10/2017,,15.238,,
1/10/2017,,15.82,,
1/10/2017,,9.591,,
1/10/2017,,9.657,,
1/10/2017,,6.345,,
1/10/2017,,7.976,,
1/10/2017,,10.911,,
1/10/2017,,10.921,,
1/11/2017,,7.691,,
1/11/2017,,7.859,,
1/11/2017,,10.409,,
1/11/2017,,12.532,,
1/11/2017,,10.625,,
1/12/2017,,13.425,,
1/12/2017,,11.849,,
1/12/2017,,10.77,,
1/12/2017,,5.651,,
1/12/2017,,9.718,,
1/12/2017,,10.789,,
1/12/2017,,9.999,,
1/12/2017,,8.26,,
1/12/2017,,10.779,,
1/12/2017,,9.611,,
1/12/2017,,8.561,,
1/12/2017,,7.916,,
1/12/2017,,5.337,,
1/12/2017,,7.309,,
1/12/2017,,11.939,,
1/12/2017,,8.907,,
1/12/2017,,8.724,,
1/12/2017,,11.526,,
1/12/2017,,6.464,,
1/13/2017,,9.859,,
1/14/2017,,14.882,,
1/14/2017,,3.524,,
1/14/2017,,8.45,,
1/14/2017,,5.618,,
1/14/2017,,8.23,,
1/14/2017,,9.037,,
1/14/2017,,4.832,,
1/17/2017,,15.172,,
1/17/2017,,8.778,,
1/18/2017,,5.962,,
1/18/2017,,8.58,,
1/21/2017,,5.766,,
1/22/2017,,9.072,,
1/22/2017,,9.508,,
1/22/2017,,27.67,,
1/22/2017,,14.368,,
1/22/2017,,14.226,,
1/22/2017,,9.236,,
1/22/2017,,10.543,,
1/22/2017,,9.121,,
1/22/2017,,12.636,,
1/22/2017,,2.627,,
1/22/2017,,10.171,,
1/22/2017,,4.052,,
1/22/2017,,10.707,,
1/22/2017,,6.216,,
1/22/2017,,10.428,,
1/22/2017,,13.166,,
1/23/2017,,5.009,,
1/23/2017,,7.812,,
1/23/2017,,10.256,,
1/23/2017,,10.991,,
1/23/2017,,10.146,,
1/23/2017,,8.152,,
1/23/2017,,12.441,,
1/23/2017,,8.702,,
1/23/2017,,3.251,,
1/23/2017,,3.865,,
1/23/2017,,10.5,,
1/23/2017,,3.819,,
1/23/2017,,6.143,,
1/23/2017,,8.869,,
1/24/2017,,7.685,,
1/24/2017,,12.656,,
1/24/2017,,7.424,,
1/24/2017,,12.239,,
1/24/2017,,7.379,,
1/24/2017,,9.687,,
1/24/2017,,7.55,,
1/24/2017,,8.858,,
1/24/2017,,8.428,,
1/24/2017,,8.694,,
1/24/2017,,7.714,,
1/24/2017,,7.453,,
1/24/2017,,7.738,,
1/24/2017,,9.68,,
1/24/2017,,6.976,,
1/24/2017,,11.071,,
1/24/2017,,13.476,,
1/24/2017,,9.981,,
1/24/2017,,9.081,,
1/24/2017,,6.019,,
1/24/2017,,7.248,,
1/24/2017,,11.619,,
1/24/2017,,4.779,,
1/24/2017,,4.661,,
1/24/2017,,5.513,,
1/24/2017,,7.5,,
1/24/2017,,9.653,,
1/24/2017,,9.095,,
1/24/2017,,12.806,,
1/24/2017,,8.313,,
1/24/2017,,6.152,,
1/24/2017,,8.732,,
1/24/2017,,9.522,,
1/24/2017,,7.796,,
1/24/2017,,7.548,,
1/24/2017,,7.858,,
1/24/2017,,12.308,,
1/25/2017,,13.717,,
1/25/2017,,10.54,,
1/25/2017,,14.392,,
1/25/2017,,12.856,,
1/25/2017,,12.972,,
1/25/2017,,10.617,,
1/25/2017,,8.969,,
1/25/2017,,9.441,,
1/25/2017,,7.58,,
1/25/2017,,9.424,,
1/25/2017,,10.055,,
1/25/2017,,8.693,,
1/25/2017,,8.649,,
1/25/2017,,6.771,,
1/25/2017,,6.638,,
1/25/2017,,8.396,,
1/25/2017,,9.667,,
1/25/2017,,11.755,,
1/25/2017,,14.748,,
1/25/2017,,12.287,,
1/25/2017,,15.201,,
1/25/2017,,12.892,,
1/25/2017,,13.564,,
1/25/2017,,7.549,,
1/25/2017,,13.526,,
1/25/2017,,12.432,,
1/25/2017,,10.857,,
1/25/2017,,12.478,,
1/25/2017,,15.252,,
1/25/2017,,16.423,,
1/25/2017,,13.751,,
1/25/2017,,9.081,,
1/25/2017,,12.662,,
1/25/2017,,9.315,,
1/25/2017,,13.265,,
1/26/2017,,12.9,,
1/26/2017,,10.605,,
1/26/2017,,10.19,,
1/26/2017,,14.726,,
1/26/2017,,10.844,,
1/26/2017,,13.032,,
1/26/2017,,10.997,,
1/26/2017,,10.921,,
1/26/2017,,10.776,,
1/26/2017,,11.971,,
1/26/2017,,12.863,,
1/26/2017,,11.575,,
1/26/2017,,11.512,,
1/26/2017,,12.474,,
1/26/2017,,7.137,,
1/26/2017,,10.714,,
1/26/2017,,9.774,,
1/26/2017,,10.636,,
1/26/2017,,11.72,,
1/26/2017,,13.533,,
1/26/2017,,10.914,,
1/26/2017,,9.999,,
1/26/2017,,9.876,,
1/26/2017,,7.428,,
1/26/2017,,7.892,,
1/26/2017,,10.759,,
1/26/2017,,10.983,,
1/26/2017,,9.793,,
1/26/2017,,8.713,,
1/26/2017,,9.447,,
1/26/2017,,12.613,,
1/26/2017,,10.825,,
1/26/2017,,8.458,,
1/26/2017,,9.491,,
1/26/2017,,10.096,,
1/26/2017,,9.611,,
1/26/2017,,10.944,,
1/26/2017,,11.108,,
1/26/2017,,10.087,,
1/26/2017,,8.059,,
1/26/2017,,8.341,,
1/27/2017,,9.001,,
1/27/2017,,10.755,,
1/27/2017,,8.542,,
1/27/2017,,7.29,,
1/27/2017,,7.863,,
1/27/2017,,9.34,,
1/27/2017,,14.008,,
1/27/2017,,12.773,,
1/27/2017,,9.351,,
1/27/2017,,7.654,,
1/27/2017,,8.468,,
1/27/2017,,7.821,,
1/27/2017,,11.407,,
1/27/2017,,4.633,,
1/27/2017,,7.371,,
1/27/2017,,11.406,,
1/27/2017,,6.391,,
1/27/2017,,8.037,,
1/27/2017,,12.253,,
1/27/2017,,14.807,,
1/27/2017,,12.4,,
1/27/2017,,15.027,,
1/27/2017,,6.088,,
1/27/2017,,8.865,,
1/27/2017,,9.184,,
1/27/2017,,9.612,,
1/27/2017,,5.362,,
1/27/2017,,13.054,,
1/27/2017,,10.99,,
1/27/2017,,7.854,,
1/27/2017,,10.495,,
1/27/2017,,9.895,,
1/27/2017,,11.51,,
1/27/2017,,12.227,,
1/27/2017,,13.998,,
1/27/2017,,18.274,,
1/27/2017,,16.315,,
1/27/2017,,11.656,,
1/27/2017,,13.756,,
1/28/2017,,9.652,,
1/28/2017,,9.215,,
1/28/2017,,13.032,,
1/28/2017,,18.169,,
1/28/2017,,13.066,,
1/28/2017,,12.271,,
1/28/2017,,12.375,,
1/28/2017,,15.812,,
1/28/2017,,10.734,,
1/28/2017,,11.936,,
1/28/2017,,10.745,,
1/28/2017,,10.447,,
1/28/2017,,11.772,,
1/28/2017,,13.235,,
1/28/2017,,15.102,,
1/28/2017,,10.17,,
1/28/2017,,12.413,,
1/28/2017,,11.213,,
1/28/2017,,13.675,,
1/28/2017,,13.183,,
1/28/2017,,13.881,,
1/28/2017,,11.817,,
1/28/2017,,8.241,,
1/28/2017,,11.022,,
1/28/2017,,11.058,,
1/28/2017,,10.478,,
1/28/2017,,13.208,,
1/28/2017,,11.616,,
1/28/2017,,10.031,,
1/28/2017,,6.754,,
1/28/2017,,12.7,,
1/28/2017,,7.807,,
1/28/2017,,10.996,,
1/28/2017,,11.114,,
1/28/2017,,5.959,,
1/28/2017,,11.156,,
1/28/2017,,13.218,,
1/28/2017,,16.272,,
1/28/2017,,11.842,,
1/28/2017,,10.81,,
1/28/2017,,9.888,,
1/28/2017,,10.083,,
1/28/2017,,15.198,,
1/28/2017,,9.693,,
1/28/2017,,15.358,,
1/28/2017,,13.993,,
1/28/2017,,12.58,,
1/29/2017,,12.631,,
1/29/2017,,15.73,,
1/29/2017,,13.038,,
1/29/2017,,13.024,,
1/29/2017,,12.758,,
1/29/2017,,6.229,,
1/29/2017,,8.927,,
1/29/2017,,8.238,,
1/29/2017,,16.645,,
1/29/2017,,15.606,,
1/29/2017,,10.034,,
1/29/2017,,12.697,,
1/29/2017,,9.291,,
1/29/2017,,10.84,,
1/29/2017,,11.777,,
1/29/2017,,18.473,,
1/29/2017,,13.374,,
1/29/2017,,12.615,,
1/29/2017,,13.14,,
1/29/2017,,12.13,,
1/29/2017,,9.505,,
1/29/2017,,9.401,,
1/29/2017,,10.739,,
1/29/2017,,12.281,,
1/29/2017,,7.802,,
1/29/2017,,7.846,,
1/29/2017,,12.866,,
1/29/2017,,8.412,,
1/29/2017,,11.548,,
1/29/2017,,9.214,,
1/29/2017,,3.922,,
1/29/2017,,9.71,,
1/31/2017,,12.463,,
1/31/2017,,9.111,,
1/31/2017,,10.954,,
1/31/2017,,12.696,,
1/31/2017,,11.123,,
1/31/2017,,9.685,,
1/31/2017,,10.137,,
1/31/2017,,11.34,,
1/31/2017,,5.75,,
1/31/2017,,9.956,,
1/31/2017,,6.054,,
1/31/2017,,10.783,,
1/31/2017,,10.567,,
1/31/2017,,9.325,,
1/31/2017,,6.489,,
1/31/2017,,4.837,,
1/31/2017,,7.822,,
1/31/2017,,12.167,,
1/31/2017,,11.331,,
1/31/2017,,9.706,,
1/31/2017,,3.501,,
1/31/2017,,19.918,,
1/31/2017,,13.015,,
1/31/2017,,10.909,,
1/31/2017,,9.493,,
2/1/2017,,12.639,,
2/1/2017,,10.127,,
2/1/2017,,10.192,,
2/1/2017,,10.393,,
2/1/2017,,12.153,,
2/1/2017,,10.23,,
2/1/2017,,9.599,,
2/1/2017,,11.942,,
2/1/2017,,9.422,,
2/1/2017,,9.228,,
2/1/2017,,6.52,,
2/1/2017,,8.043,,
2/1/2017,,11.97,,
2/1/2017,,3.104,,
2/1/2017,,6.506,,
2/1/2017,,5.731,,
2/1/2017,,5.918,,
2/1/2017,,7.887,,
2/1/2017,,8.21,,
2/1/2017,,9.08,,
2/1/2017,,12.778,,
2/1/2017,,7.288,,
2/1/2017,,9.795,,
2/1/2017,,8.741,,
2/1/2017,,10.377,,
2/1/2017,,8.494,,
2/1/2017,,8.966,,
2/1/2017,,5.747,,
2/1/2017,,7.325,,
2/1/2017,,7.891,,
2/1/2017,,10.342,,
2/1/2017,,7.508,,
2/1/2017,,6.355,,
2/1/2017,,9.469,,
2/1/2017,,11.971,,
2/1/2017,,6.642,,
2/1/2017,,9.118,,
2/1/2017,,7.17,,
2/1/2017,,5.553,,
2/2/2017,,8.555,,
2/2/2017,,8.26,,
2/2/2017,,6.224,,
2/2/2017,,7.803,,
2/2/2017,,8.201,,
2/2/2017,,7.301,,
2/2/2017,,9.106,,
2/2/2017,,8.433,,
2/2/2017,,9.03,,
2/2/2017,,7.873,,
2/2/2017,,6.883,,
2/2/2017,,8.115,,
2/2/2017,,8.305,,
2/2/2017,,8.598,,
2/2/2017,,9.149,,
2/2/2017,,10.133,,
2/2/2017,,14.286,,
2/2/2017,,16.126,,
2/2/2017,,11.943,,
2/2/2017,,9.769,,
2/2/2017,,10.669,,
2/2/2017,,10.154,,
2/2/2017,,9.479,,
2/2/2017,,6.409,,
2/2/2017,,8.801,,
2/2/2017,,9.104,,
2/2/2017,,5.398,,
2/2/2017,,7.812,,
2/2/2017,,7.483,,
2/2/2017,,3.848,,
2/2/2017,,5.07,,
2/2/2017,,6.36,,
2/2/2017,,8.437,,
2/2/2017,,7.074,,
2/2/2017,,8.667,,
2/2/2017,,5.697,,
2/2/2017,,7.8,,
2/2/2017,,8.351,,
2/2/2017,,7.397,,
2/3/2017,,7.341,,
2/3/2017,,6.388,,
2/3/2017,,7.153,,
2/3/2017,,7.291,,
2/3/2017,,6.832,,
2/3/2017,,9.088,,
2/3/2017,,6.586,,
2/3/2017,,9.823,,
2/3/2017,,5.251,,
2/3/2017,,6.118,,
2/3/2017,,11.567,,
2/3/2017,,1.599,,
2/3/2017,,11.047,,
2/3/2017,,12.672,,
2/3/2017,,13.147,,
2/3/2017,,9.143,,
2/3/2017,,10.968,,
2/3/2017,,7.729,,
2/3/2017,,10.069,,
2/3/2017,,8.785,,
2/3/2017,,7.222,,
2/3/2017,,8.32,,
2/3/2017,,9.013,,
2/3/2017,,5.559,,
2/3/2017,,10.046,,
2/3/2017,,6.318,,
2/4/2017,,13.839,,
2/4/2017,,9.937,,
2/4/2017,,9.014,,
2/4/2017,,11.364,,
2/4/2017,,12.838,,
2/5/2017,,13.252,,
2/5/2017,,5.299,,
2/5/2017,,9.381,,
2/5/2017,,12.595,,
2/5/2017,,7.935,,
2/5/2017,,11.701,,
2/5/2017,,13.017,,
2/5/2017,,14.009,,
2/5/2017,,15.067,,
2/5/2017,,12.137,,
2/5/2017,,10.384,,
2/5/2017,,9.955,,
2/5/2017,,7.008,,
2/5/2017,,9.585,,
2/5/2017,,6.968,,
2/5/2017,,10.835,,
2/5/2017,,10.246,,
2/5/2017,,8.134,,
2/5/2017,,11.025,,
2/5/2017,,10.168,,
2/5/2017,,10.623,,
2/5/2017,,8.586,,
2/5/2017,,5.063,,
2/5/2017,,9.205,,
2/5/2017,,5.648,,
2/5/2017,,9.821,,
2/5/2017,,11.951,,
2/5/2017,,12.452,,
2/5/2017,,10.619,,
2/5/2017,,10.759,,
2/5/2017,,9.182,,
2/5/2017,,8.769,,
2/5/2017,,10.366,,
2/6/2017,,9.102,,
2/6/2017,,6.17,,
2/6/2017,,9.849,,
2/6/2017,,9.015,,
2/6/2017,,8.825,,
2/6/2017,,9.757,,
2/6/2017,,9.038,,
2/6/2017,,9.977,,
2/6/2017,,8.016,,
2/6/2017,,7.128,,
2/6/2017,,9.585,,
2/6/2017,,9.873,,
2/6/2017,,10.28,,
2/6/2017,,8.607,,
2/7/2017,,9.751,,
2/7/2017,,10.168,,
2/7/2017,,10.39,,
2/7/2017,,9.209,,
2/7/2017,,10.073,,
2/7/2017,,10.882,,
2/7/2017,,8.811,,
2/7/2017,,8.514,,
2/7/2017,,9.591,,
2/7/2017,,9.864,,
2/7/2017,,11.622,,
2/7/2017,,12.193,,
2/7/2017,,11.791,,
2/7/2017,,10.887,,
2/7/2017,,11.361,,
2/7/2017,,10.962,,
2/7/2017,,8.709,,
2/7/2017,,10.425,,
2/7/2017,,11.154,,
2/7/2017,,12.449,,
2/7/2017,,11.295,,
2/7/2017,,10.67,,
2/7/2017,,9.852,,
2/7/2017,,13.038,,
2/7/2017,,10.45,,
2/7/2017,,11.336,,
2/7/2017,,9.452,,
2/7/2017,,11.99,,
2/7/2017,,11.834,,
2/7/2017,,9.798,,
2/7/2017,,10.634,,
2/7/2017,,8.183,,
2/8/2017,,6.475,,
2/8/2017,,10.32,,
2/8/2017,,11.479,,
2/8/2017,,6.188,,
2/8/2017,,5.632,,
2/8/2017,,13.417,,
2/8/2017,,8.578,,
2/8/2017,,10.295,,
2/8/2017,,6.778,,
2/8/2017,,7.595,,
2/8/2017,,8.321,,
2/8/2017,,12.948,,
2/8/2017,,45.885,,
2/8/2017,,2.393,,
2/8/2017,,3.777,,
2/8/2017,,5.108,,
2/8/2017,,4.516,,
2/8/2017,,10.759,,
2/8/2017,,10.223,,
2/8/2017,,9.579,,
2/8/2017,,10.897,,
2/8/2017,,11.377,,
2/8/2017,,8.246,,
2/8/2017,,5.425,,
2/8/2017,,9.046,,
2/8/2017,,6.598,,
2/8/2017,,7.832,,
2/8/2017,,7.547,,
2/8/2017,,6.09,,
2/8/2017,,8.317,,
2/8/2017,,9.751,,
2/8/2017,,7.283,,
2/8/2017,,8.579,,
2/8/2017,,6.957,,
2/9/2017,,4.573,,
2/9/2017,,7.241,,
2/9/2017,,7.413,,
2/9/2017,,9.753,,
2/9/2017,,3.398,,
2/9/2017,,6.7,,
2/9/2017,,11.879,,
2/9/2017,,9.547,,
2/9/2017,,7.874,,
2/9/2017,,7.017,,
2/9/2017,,9.497,,
2/9/2017,,7.43,,
2/9/2017,,8.477,,
2/9/2017,,8.038,,
2/9/2017,,6.414,,
2/10/2017,,7.964,,
2/10/2017,,8.415,,
2/10/2017,,2.255,,
2/10/2017,,9.451,,
2/10/2017,,2.632,,
2/10/2017,,10.698,,
2/10/2017,,11.017,,
2/10/2017,,5.602,,
2/10/2017,,13.707,,
2/10/2017,,12.424,,
2/10/2017,,9.567,,
2/10/2017,,8.717,,
2/10/2017,,8.662,,
2/10/2017,,7.8,,
2/10/2017,,11.395,,
2/10/2017,,6.409,,
2/10/2017,,8.578,,
2/10/2017,,7.715,,
2/10/2017,,7.283,,
2/10/2017,,6.99,,
2/10/2017,,10.121,,
2/10/2017,,10.536,,
2/10/2017,,5.883,,
2/10/2017,,7.225,,
2/10/2017,,10.856,,
2/11/2017,,10.294,,
2/11/2017,,8.097,,
2/11/2017,,8.928,,
2/11/2017,,7.994,,
2/11/2017,,10.536,,
2/11/2017,,8.145,,
2/11/2017,,11.018,,
2/11/2017,,10.205,,
2/11/2017,,9.334,,
2/11/2017,,8.414,,
2/11/2017,,11.401,,
2/11/2017,,7.615,,
2/11/2017,,6.36,,
2/11/2017,,6.251,,
2/11/2017,,7.342,,
2/11/2017,,5.257,,
2/11/2017,,5.604,,
2/11/2017,,3.896,,
2/11/2017,,8.376,,
2/11/2017,,5.537,,
2/11/2017,,9.308,,
2/12/2017,,10.254,,
2/12/2017,,6.047,,
2/12/2017,,13.469,,
2/12/2017,,9.87,,
2/12/2017,,8.752,,
2/12/2017,,9.848,,
2/12/2017,,7.878,,
2/12/2017,,9.496,,
2/12/2017,,8.521,,
2/12/2017,,11.1,,
2/12/2017,,6.801,,
2/12/2017,,11.107,,
2/12/2017,,8.349,,
